hex_string,utf8_string,emoji_desc
1F576 FE0F,\u00f0\u009f\u0095\u00b6\u00ef\u00b8\u008f,sunglasses
1F576,\u00f0\u009f\u0095\u00b6,sunglasses
1F97D,\u00f0\u009f\u00a5\u00bd,goggles
1F97C,\u00f0\u009f\u00a5\u00bc,lab coat
1F9BA,\u00f0\u009f\u00a6\u00ba,safety vest
1F454,\u00f0\u009f\u0091\u0094,necktie
1F455,\u00f0\u009f\u0091\u0095,t-shirt
1F456,\u00f0\u009f\u0091\u0096,jeans
1F9E3,\u00f0\u009f\u00a7\u00a3,scarf
1F9E4,\u00f0\u009f\u00a7\u00a4,gloves
1F9E5,\u00f0\u009f\u00a7\u00a5,coat
1F9E6,\u00f0\u009f\u00a7\u00a6,socks
1F457,\u00f0\u009f\u0091\u0097,dress
1F458,\u00f0\u009f\u0091\u0098,kimono
1F97B,\u00f0\u009f\u00a5\u00bb,sari
1FA71,\u00f0\u009f\u00a9\u00b1,one-piece swimsuit
1FA72,\u00f0\u009f\u00a9\u00b2,briefs
1FA73,\u00f0\u009f\u00a9\u00b3,shorts
1F459,\u00f0\u009f\u0091\u0099,bikini
1F45A,\u00f0\u009f\u0091\u009a,woman’s clothes
1F45B,\u00f0\u009f\u0091\u009b,purse
1F45C,\u00f0\u009f\u0091\u009c,handbag
1F45D,\u00f0\u009f\u0091\u009d,clutch bag
1F6CD FE0F,\u00f0\u009f\u009b\u008d\u00ef\u00b8\u008f,shopping bags
1F6CD,\u00f0\u009f\u009b\u008d,shopping bags
1F392,\u00f0\u009f\u008e\u0092,backpack
1FA74,\u00f0\u009f\u00a9\u00b4,thong sandal
1F45E,\u00f0\u009f\u0091\u009e,man’s shoe
1F45F,\u00f0\u009f\u0091\u009f,running shoe
1F97E,\u00f0\u009f\u00a5\u00be,hiking boot
1F97F,\u00f0\u009f\u00a5\u00bf,flat shoe
1F460,\u00f0\u009f\u0091\u00a0,high-heeled shoe
1F461,\u00f0\u009f\u0091\u00a1,woman’s sandal
1FA70,\u00f0\u009f\u00a9\u00b0,ballet shoes
1F462,\u00f0\u009f\u0091\u00a2,woman’s boot
1F451,\u00f0\u009f\u0091\u0091,crown
1F452,\u00f0\u009f\u0091\u0092,woman’s hat
1F3A9,\u00f0\u009f\u008e\u00a9,top hat
1F393,\u00f0\u009f\u008e\u0093,graduation cap
1F9E2,\u00f0\u009f\u00a7\u00a2,billed cap
1FA96,\u00f0\u009f\u00aa\u0096,military helmet
26D1 FE0F,\u00e2\u009b\u0091\u00ef\u00b8\u008f,rescue worker’s helmet
26D1,\u00e2\u009b\u0091,rescue worker’s helmet
1F4FF,\u00f0\u009f\u0093\u00bf,prayer beads
1F484,\u00f0\u009f\u0092\u0084,lipstick
1F48D,\u00f0\u009f\u0092\u008d,ring
1F48E,\u00f0\u009f\u0092\u008e,gem stone
1F507,\u00f0\u009f\u0094\u0087,muted speaker
1F508,\u00f0\u009f\u0094\u0088,speaker low volume
1F509,\u00f0\u009f\u0094\u0089,speaker medium volume
1F50A,\u00f0\u009f\u0094\u008a,speaker high volume
1F4E2,\u00f0\u009f\u0093\u00a2,loudspeaker
1F4E3,\u00f0\u009f\u0093\u00a3,megaphone
1F4EF,\u00f0\u009f\u0093\u00af,postal horn
1F514,\u00f0\u009f\u0094\u0094,bell
1F515,\u00f0\u009f\u0094\u0095,bell with slash
1F3BC,\u00f0\u009f\u008e\u00bc,musical score
1F3B5,\u00f0\u009f\u008e\u00b5,musical note
1F3B6,\u00f0\u009f\u008e\u00b6,musical notes
1F399 FE0F,\u00f0\u009f\u008e\u0099\u00ef\u00b8\u008f,studio microphone
1F399,\u00f0\u009f\u008e\u0099,studio microphone
1F39A FE0F,\u00f0\u009f\u008e\u009a\u00ef\u00b8\u008f,level slider
1F39A,\u00f0\u009f\u008e\u009a,level slider
1F39B FE0F,\u00f0\u009f\u008e\u009b\u00ef\u00b8\u008f,control knobs
1F39B,\u00f0\u009f\u008e\u009b,control knobs
1F3A4,\u00f0\u009f\u008e\u00a4,microphone
1F3A7,\u00f0\u009f\u008e\u00a7,headphone
1F4FB,\u00f0\u009f\u0093\u00bb,radio
1F3B7,\u00f0\u009f\u008e\u00b7,saxophone
1FA97,\u00f0\u009f\u00aa\u0097,accordion
1F3B8,\u00f0\u009f\u008e\u00b8,guitar
1F3B9,\u00f0\u009f\u008e\u00b9,musical keyboard
1F3BA,\u00f0\u009f\u008e\u00ba,trumpet
1F3BB,\u00f0\u009f\u008e\u00bb,violin
1FA95,\u00f0\u009f\u00aa\u0095,banjo
1F941,\u00f0\u009f\u00a5\u0081,drum
1FA98,\u00f0\u009f\u00aa\u0098,long drum
1F4F1,\u00f0\u009f\u0093\u00b1,mobile phone
1F4F2,\u00f0\u009f\u0093\u00b2,mobile phone with arrow
260E FE0F,\u00e2\u0098\u008e\u00ef\u00b8\u008f,telephone
260E,\u00e2\u0098\u008e,telephone
1F4DE,\u00f0\u009f\u0093\u009e,telephone receiver
1F4DF,\u00f0\u009f\u0093\u009f,pager
1F4E0,\u00f0\u009f\u0093\u00a0,fax machine
1F50B,\u00f0\u009f\u0094\u008b,battery
1F50C,\u00f0\u009f\u0094\u008c,electric plug
1F4BB,\u00f0\u009f\u0092\u00bb,laptop
1F5A5 FE0F,\u00f0\u009f\u0096\u00a5\u00ef\u00b8\u008f,desktop computer
1F5A5,\u00f0\u009f\u0096\u00a5,desktop computer
1F5A8 FE0F,\u00f0\u009f\u0096\u00a8\u00ef\u00b8\u008f,printer
1F5A8,\u00f0\u009f\u0096\u00a8,printer
2328 FE0F,\u00e2\u008c\u00a8\u00ef\u00b8\u008f,keyboard
2328,\u00e2\u008c\u00a8,keyboard
1F5B1 FE0F,\u00f0\u009f\u0096\u00b1\u00ef\u00b8\u008f,computer mouse
1F5B1,\u00f0\u009f\u0096\u00b1,computer mouse
1F5B2 FE0F,\u00f0\u009f\u0096\u00b2\u00ef\u00b8\u008f,trackball
1F5B2,\u00f0\u009f\u0096\u00b2,trackball
1F4BD,\u00f0\u009f\u0092\u00bd,computer disk
1F4BE,\u00f0\u009f\u0092\u00be,floppy disk
1F4BF,\u00f0\u009f\u0092\u00bf,optical disk
1F4C0,\u00f0\u009f\u0093\u0080,dvd
1F9EE,\u00f0\u009f\u00a7\u00ae,abacus
1F3A5,\u00f0\u009f\u008e\u00a5,movie camera
1F39E FE0F,\u00f0\u009f\u008e\u009e\u00ef\u00b8\u008f,film frames
1F39E,\u00f0\u009f\u008e\u009e,film frames
1F4FD FE0F,\u00f0\u009f\u0093\u00bd\u00ef\u00b8\u008f,film projector
1F4FD,\u00f0\u009f\u0093\u00bd,film projector
1F3AC,\u00f0\u009f\u008e\u00ac,clapper board
1F4FA,\u00f0\u009f\u0093\u00ba,television
1F4F7,\u00f0\u009f\u0093\u00b7,camera
1F4F8,\u00f0\u009f\u0093\u00b8,camera with flash
1F4F9,\u00f0\u009f\u0093\u00b9,video camera
1F4FC,\u00f0\u009f\u0093\u00bc,videocassette
1F50D,\u00f0\u009f\u0094\u008d,magnifying glass tilted left
1F50E,\u00f0\u009f\u0094\u008e,magnifying glass tilted right
1F56F FE0F,\u00f0\u009f\u0095\u00af\u00ef\u00b8\u008f,candle
1F56F,\u00f0\u009f\u0095\u00af,candle
1F4A1,\u00f0\u009f\u0092\u00a1,light bulb
1F526,\u00f0\u009f\u0094\u00a6,flashlight
1F3EE,\u00f0\u009f\u008f\u00ae,red paper lantern
1FA94,\u00f0\u009f\u00aa\u0094,diya lamp
1F4D4,\u00f0\u009f\u0093\u0094,notebook with decorative cover
1F4D5,\u00f0\u009f\u0093\u0095,closed book
1F4D6,\u00f0\u009f\u0093\u0096,open book
1F4D7,\u00f0\u009f\u0093\u0097,green book
1F4D8,\u00f0\u009f\u0093\u0098,blue book
1F4D9,\u00f0\u009f\u0093\u0099,orange book
1F4DA,\u00f0\u009f\u0093\u009a,books
1F4D3,\u00f0\u009f\u0093\u0093,notebook
1F4D2,\u00f0\u009f\u0093\u0092,ledger
1F4C3,\u00f0\u009f\u0093\u0083,page with curl
1F4DC,\u00f0\u009f\u0093\u009c,scroll
1F4C4,\u00f0\u009f\u0093\u0084,page facing up
1F4F0,\u00f0\u009f\u0093\u00b0,newspaper
1F5DE FE0F,\u00f0\u009f\u0097\u009e\u00ef\u00b8\u008f,rolled-up newspaper
1F5DE,\u00f0\u009f\u0097\u009e,rolled-up newspaper
1F4D1,\u00f0\u009f\u0093\u0091,bookmark tabs
1F516,\u00f0\u009f\u0094\u0096,bookmark
1F3F7 FE0F,\u00f0\u009f\u008f\u00b7\u00ef\u00b8\u008f,label
1F3F7,\u00f0\u009f\u008f\u00b7,label
1F4B0,\u00f0\u009f\u0092\u00b0,money bag
1FA99,\u00f0\u009f\u00aa\u0099,coin
1F4B4,\u00f0\u009f\u0092\u00b4,yen banknote
1F4B5,\u00f0\u009f\u0092\u00b5,dollar banknote
1F4B6,\u00f0\u009f\u0092\u00b6,euro banknote
1F4B7,\u00f0\u009f\u0092\u00b7,pound banknote
1F4B8,\u00f0\u009f\u0092\u00b8,money with wings
1F4B3,\u00f0\u009f\u0092\u00b3,credit card
1F9FE,\u00f0\u009f\u00a7\u00be,receipt
1F4B9,\u00f0\u009f\u0092\u00b9,chart increasing with yen
2709 FE0F,\u00e2\u009c\u0089\u00ef\u00b8\u008f,envelope
2709,\u00e2\u009c\u0089,envelope
1F4E7,\u00f0\u009f\u0093\u00a7,e-mail
1F4E8,\u00f0\u009f\u0093\u00a8,incoming envelope
1F4E9,\u00f0\u009f\u0093\u00a9,envelope with arrow
1F4E4,\u00f0\u009f\u0093\u00a4,outbox tray
1F4E5,\u00f0\u009f\u0093\u00a5,inbox tray
1F4E6,\u00f0\u009f\u0093\u00a6,package
1F4EB,\u00f0\u009f\u0093\u00ab,closed mailbox with raised flag
1F4EA,\u00f0\u009f\u0093\u00aa,closed mailbox with lowered flag
1F4EC,\u00f0\u009f\u0093\u00ac,open mailbox with raised flag
1F4ED,\u00f0\u009f\u0093\u00ad,open mailbox with lowered flag
1F4EE,\u00f0\u009f\u0093\u00ae,postbox
1F5F3 FE0F,\u00f0\u009f\u0097\u00b3\u00ef\u00b8\u008f,ballot box with ballot
1F5F3,\u00f0\u009f\u0097\u00b3,ballot box with ballot
270F FE0F,\u00e2\u009c\u008f\u00ef\u00b8\u008f,pencil
270F,\u00e2\u009c\u008f,pencil
2712 FE0F,\u00e2\u009c\u0092\u00ef\u00b8\u008f,black nib
2712,\u00e2\u009c\u0092,black nib
1F58B FE0F,\u00f0\u009f\u0096\u008b\u00ef\u00b8\u008f,fountain pen
1F58B,\u00f0\u009f\u0096\u008b,fountain pen
1F58A FE0F,\u00f0\u009f\u0096\u008a\u00ef\u00b8\u008f,pen
1F58A,\u00f0\u009f\u0096\u008a,pen
1F58C FE0F,\u00f0\u009f\u0096\u008c\u00ef\u00b8\u008f,paintbrush
1F58C,\u00f0\u009f\u0096\u008c,paintbrush
1F58D FE0F,\u00f0\u009f\u0096\u008d\u00ef\u00b8\u008f,crayon
1F58D,\u00f0\u009f\u0096\u008d,crayon
1F4DD,\u00f0\u009f\u0093\u009d,memo
1F4BC,\u00f0\u009f\u0092\u00bc,briefcase
1F4C1,\u00f0\u009f\u0093\u0081,file folder
1F4C2,\u00f0\u009f\u0093\u0082,open file folder
1F5C2 FE0F,\u00f0\u009f\u0097\u0082\u00ef\u00b8\u008f,card index dividers
1F5C2,\u00f0\u009f\u0097\u0082,card index dividers
1F4C5,\u00f0\u009f\u0093\u0085,calendar
1F4C6,\u00f0\u009f\u0093\u0086,tear-off calendar
1F5D2 FE0F,\u00f0\u009f\u0097\u0092\u00ef\u00b8\u008f,spiral notepad
1F5D2,\u00f0\u009f\u0097\u0092,spiral notepad
1F5D3 FE0F,\u00f0\u009f\u0097\u0093\u00ef\u00b8\u008f,spiral calendar
1F5D3,\u00f0\u009f\u0097\u0093,spiral calendar
1F4C7,\u00f0\u009f\u0093\u0087,card index
1F4C8,\u00f0\u009f\u0093\u0088,chart increasing
1F4C9,\u00f0\u009f\u0093\u0089,chart decreasing
1F4CA,\u00f0\u009f\u0093\u008a,bar chart
1F4CB,\u00f0\u009f\u0093\u008b,clipboard
1F4CC,\u00f0\u009f\u0093\u008c,pushpin
1F4CD,\u00f0\u009f\u0093\u008d,round pushpin
1F4CE,\u00f0\u009f\u0093\u008e,paperclip
1F587 FE0F,\u00f0\u009f\u0096\u0087\u00ef\u00b8\u008f,linked paperclips
1F587,\u00f0\u009f\u0096\u0087,linked paperclips
1F4CF,\u00f0\u009f\u0093\u008f,straight ruler
1F4D0,\u00f0\u009f\u0093\u0090,triangular ruler
2702 FE0F,\u00e2\u009c\u0082\u00ef\u00b8\u008f,scissors
2702,\u00e2\u009c\u0082,scissors
1F5C3 FE0F,\u00f0\u009f\u0097\u0083\u00ef\u00b8\u008f,card file box
1F5C3,\u00f0\u009f\u0097\u0083,card file box
1F5C4 FE0F,\u00f0\u009f\u0097\u0084\u00ef\u00b8\u008f,file cabinet
1F5C4,\u00f0\u009f\u0097\u0084,file cabinet
1F5D1 FE0F,\u00f0\u009f\u0097\u0091\u00ef\u00b8\u008f,wastebasket
1F5D1,\u00f0\u009f\u0097\u0091,wastebasket
1F512,\u00f0\u009f\u0094\u0092,locked
1F513,\u00f0\u009f\u0094\u0093,unlocked
1F50F,\u00f0\u009f\u0094\u008f,locked with pen
1F510,\u00f0\u009f\u0094\u0090,locked with key
1F511,\u00f0\u009f\u0094\u0091,key
1F5DD FE0F,\u00f0\u009f\u0097\u009d\u00ef\u00b8\u008f,old key
1F5DD,\u00f0\u009f\u0097\u009d,old key
1F528,\u00f0\u009f\u0094\u00a8,hammer
1FA93,\u00f0\u009f\u00aa\u0093,axe
26CF FE0F,\u00e2\u009b\u008f\u00ef\u00b8\u008f,pick
26CF,\u00e2\u009b\u008f,pick
2692 FE0F,\u00e2\u009a\u0092\u00ef\u00b8\u008f,hammer and pick
2692,\u00e2\u009a\u0092,hammer and pick
1F6E0 FE0F,\u00f0\u009f\u009b\u00a0\u00ef\u00b8\u008f,hammer and wrench
1F6E0,\u00f0\u009f\u009b\u00a0,hammer and wrench
1F5E1 FE0F,\u00f0\u009f\u0097\u00a1\u00ef\u00b8\u008f,dagger
1F5E1,\u00f0\u009f\u0097\u00a1,dagger
2694 FE0F,\u00e2\u009a\u0094\u00ef\u00b8\u008f,crossed swords
2694,\u00e2\u009a\u0094,crossed swords
1F52B,\u00f0\u009f\u0094\u00ab,pistol
1FA83,\u00f0\u009f\u00aa\u0083,boomerang
1F3F9,\u00f0\u009f\u008f\u00b9,bow and arrow
1F6E1 FE0F,\u00f0\u009f\u009b\u00a1\u00ef\u00b8\u008f,shield
1F6E1,\u00f0\u009f\u009b\u00a1,shield
1FA9A,\u00f0\u009f\u00aa\u009a,carpentry saw
1F527,\u00f0\u009f\u0094\u00a7,wrench
1FA9B,\u00f0\u009f\u00aa\u009b,screwdriver
1F529,\u00f0\u009f\u0094\u00a9,nut and bolt
2699 FE0F,\u00e2\u009a\u0099\u00ef\u00b8\u008f,gear
2699,\u00e2\u009a\u0099,gear
1F5DC FE0F,\u00f0\u009f\u0097\u009c\u00ef\u00b8\u008f,clamp
1F5DC,\u00f0\u009f\u0097\u009c,clamp
2696 FE0F,\u00e2\u009a\u0096\u00ef\u00b8\u008f,balance scale
2696,\u00e2\u009a\u0096,balance scale
1F9AF,\u00f0\u009f\u00a6\u00af,white cane
1F517,\u00f0\u009f\u0094\u0097,link
26D3 FE0F,\u00e2\u009b\u0093\u00ef\u00b8\u008f,chains
26D3,\u00e2\u009b\u0093,chains
1FA9D,\u00f0\u009f\u00aa\u009d,hook
1F9F0,\u00f0\u009f\u00a7\u00b0,toolbox
1F9F2,\u00f0\u009f\u00a7\u00b2,magnet
1FA9C,\u00f0\u009f\u00aa\u009c,ladder
2697 FE0F,\u00e2\u009a\u0097\u00ef\u00b8\u008f,alembic
2697,\u00e2\u009a\u0097,alembic
1F9EA,\u00f0\u009f\u00a7\u00aa,test tube
1F9EB,\u00f0\u009f\u00a7\u00ab,petri dish
1F9EC,\u00f0\u009f\u00a7\u00ac,dna
1F52C,\u00f0\u009f\u0094\u00ac,microscope
1F52D,\u00f0\u009f\u0094\u00ad,telescope
1F4E1,\u00f0\u009f\u0093\u00a1,satellite antenna
1F489,\u00f0\u009f\u0092\u0089,syringe
1FA78,\u00f0\u009f\u00a9\u00b8,drop of blood
1F48A,\u00f0\u009f\u0092\u008a,pill
1FA79,\u00f0\u009f\u00a9\u00b9,adhesive bandage
1FA7A,\u00f0\u009f\u00a9\u00ba,stethoscope
1F6AA,\u00f0\u009f\u009a\u00aa,door
1F6D7,\u00f0\u009f\u009b\u0097,elevator
1FA9E,\u00f0\u009f\u00aa\u009e,mirror
1FA9F,\u00f0\u009f\u00aa\u009f,window
1F6CF FE0F,\u00f0\u009f\u009b\u008f\u00ef\u00b8\u008f,bed
1F6CF,\u00f0\u009f\u009b\u008f,bed
1F6CB FE0F,\u00f0\u009f\u009b\u008b\u00ef\u00b8\u008f,couch and lamp
1F6CB,\u00f0\u009f\u009b\u008b,couch and lamp
1FA91,\u00f0\u009f\u00aa\u0091,chair
1F6BD,\u00f0\u009f\u009a\u00bd,toilet
1FAA0,\u00f0\u009f\u00aa\u00a0,plunger
1F6BF,\u00f0\u009f\u009a\u00bf,shower
1F6C1,\u00f0\u009f\u009b\u0081,bathtub
1FAA4,\u00f0\u009f\u00aa\u00a4,mouse trap
1FA92,\u00f0\u009f\u00aa\u0092,razor
1F9F4,\u00f0\u009f\u00a7\u00b4,lotion bottle
1F9F7,\u00f0\u009f\u00a7\u00b7,safety pin
1F9F9,\u00f0\u009f\u00a7\u00b9,broom
1F9FA,\u00f0\u009f\u00a7\u00ba,basket
1F9FB,\u00f0\u009f\u00a7\u00bb,roll of paper
1FAA3,\u00f0\u009f\u00aa\u00a3,bucket
1F9FC,\u00f0\u009f\u00a7\u00bc,soap
1FAA5,\u00f0\u009f\u00aa\u00a5,toothbrush
1F9FD,\u00f0\u009f\u00a7\u00bd,sponge
1F9EF,\u00f0\u009f\u00a7\u00af,fire extinguisher
1F6D2,\u00f0\u009f\u009b\u0092,shopping cart
1F6AC,\u00f0\u009f\u009a\u00ac,cigarette
26B0 FE0F,\u00e2\u009a\u00b0\u00ef\u00b8\u008f,coffin
26B0,\u00e2\u009a\u00b0,coffin
1FAA6,\u00f0\u009f\u00aa\u00a6,headstone
26B1 FE0F,\u00e2\u009a\u00b1\u00ef\u00b8\u008f,funeral urn
26B1,\u00e2\u009a\u00b1,funeral urn
1F5FF,\u00f0\u009f\u0097\u00bf,moai
1FAA7,\u00f0\u009f\u00aa\u00a7,placard
1F3E7,\u00f0\u009f\u008f\u00a7,ATM sign
1F6AE,\u00f0\u009f\u009a\u00ae,litter in bin sign
1F6B0,\u00f0\u009f\u009a\u00b0,potable water
267F,\u00e2\u0099\u00bf,wheelchair symbol
1F6B9,\u00f0\u009f\u009a\u00b9,men’s room
1F6BA,\u00f0\u009f\u009a\u00ba,women’s room
1F6BB,\u00f0\u009f\u009a\u00bb,restroom
1F6BC,\u00f0\u009f\u009a\u00bc,baby symbol
1F6BE,\u00f0\u009f\u009a\u00be,water closet
1F6C2,\u00f0\u009f\u009b\u0082,passport control
1F6C3,\u00f0\u009f\u009b\u0083,customs
1F6C4,\u00f0\u009f\u009b\u0084,baggage claim
1F6C5,\u00f0\u009f\u009b\u0085,left luggage
26A0 FE0F,\u00e2\u009a\u00a0\u00ef\u00b8\u008f,warning
26A0,\u00e2\u009a\u00a0,warning
1F6B8,\u00f0\u009f\u009a\u00b8,children crossing
26D4,\u00e2\u009b\u0094,no entry
1F6AB,\u00f0\u009f\u009a\u00ab,prohibited
1F6B3,\u00f0\u009f\u009a\u00b3,no bicycles
1F6AD,\u00f0\u009f\u009a\u00ad,no smoking
1F6AF,\u00f0\u009f\u009a\u00af,no littering
1F6B1,\u00f0\u009f\u009a\u00b1,non-potable water
1F6B7,\u00f0\u009f\u009a\u00b7,no pedestrians
1F4F5,\u00f0\u009f\u0093\u00b5,no mobile phones
1F51E,\u00f0\u009f\u0094\u009e,no one under eighteen
2622 FE0F,\u00e2\u0098\u00a2\u00ef\u00b8\u008f,radioactive
2622,\u00e2\u0098\u00a2,radioactive
2623 FE0F,\u00e2\u0098\u00a3\u00ef\u00b8\u008f,biohazard
2623,\u00e2\u0098\u00a3,biohazard
2B06 FE0F,\u00e2\u00ac\u0086\u00ef\u00b8\u008f,up arrow
2B06,\u00e2\u00ac\u0086,up arrow
2197 FE0F,\u00e2\u0086\u0097\u00ef\u00b8\u008f,up-right arrow
2197,\u00e2\u0086\u0097,up-right arrow
27A1 FE0F,\u00e2\u009e\u00a1\u00ef\u00b8\u008f,right arrow
27A1,\u00e2\u009e\u00a1,right arrow
2198 FE0F,\u00e2\u0086\u0098\u00ef\u00b8\u008f,down-right arrow
2198,\u00e2\u0086\u0098,down-right arrow
2B07 FE0F,\u00e2\u00ac\u0087\u00ef\u00b8\u008f,down arrow
2B07,\u00e2\u00ac\u0087,down arrow
2199 FE0F,\u00e2\u0086\u0099\u00ef\u00b8\u008f,down-left arrow
2199,\u00e2\u0086\u0099,down-left arrow
2B05 FE0F,\u00e2\u00ac\u0085\u00ef\u00b8\u008f,left arrow
2B05,\u00e2\u00ac\u0085,left arrow
2196 FE0F,\u00e2\u0086\u0096\u00ef\u00b8\u008f,up-left arrow
2196,\u00e2\u0086\u0096,up-left arrow
2195 FE0F,\u00e2\u0086\u0095\u00ef\u00b8\u008f,up-down arrow
2195,\u00e2\u0086\u0095,up-down arrow
2194 FE0F,\u00e2\u0086\u0094\u00ef\u00b8\u008f,left-right arrow
2194,\u00e2\u0086\u0094,left-right arrow
21A9 FE0F,\u00e2\u0086\u00a9\u00ef\u00b8\u008f,right arrow curving left
21A9,\u00e2\u0086\u00a9,right arrow curving left
21AA FE0F,\u00e2\u0086\u00aa\u00ef\u00b8\u008f,left arrow curving right
21AA,\u00e2\u0086\u00aa,left arrow curving right
2934 FE0F,\u00e2\u00a4\u00b4\u00ef\u00b8\u008f,right arrow curving up
2934,\u00e2\u00a4\u00b4,right arrow curving up
2935 FE0F,\u00e2\u00a4\u00b5\u00ef\u00b8\u008f,right arrow curving down
2935,\u00e2\u00a4\u00b5,right arrow curving down
1F503,\u00f0\u009f\u0094\u0083,clockwise vertical arrows
1F504,\u00f0\u009f\u0094\u0084,counterclockwise arrows button
1F519,\u00f0\u009f\u0094\u0099,BACK arrow
1F51A,\u00f0\u009f\u0094\u009a,END arrow
1F51B,\u00f0\u009f\u0094\u009b,ON! arrow
1F51C,\u00f0\u009f\u0094\u009c,SOON arrow
1F51D,\u00f0\u009f\u0094\u009d,TOP arrow
1F6D0,\u00f0\u009f\u009b\u0090,place of worship
269B FE0F,\u00e2\u009a\u009b\u00ef\u00b8\u008f,atom symbol
269B,\u00e2\u009a\u009b,atom symbol
1F549 FE0F,\u00f0\u009f\u0095\u0089\u00ef\u00b8\u008f,om
1F549,\u00f0\u009f\u0095\u0089,om
2721 FE0F,\u00e2\u009c\u00a1\u00ef\u00b8\u008f,star of David
2721,\u00e2\u009c\u00a1,star of David
2638 FE0F,\u00e2\u0098\u00b8\u00ef\u00b8\u008f,wheel of dharma
2638,\u00e2\u0098\u00b8,wheel of dharma
262F FE0F,\u00e2\u0098\u00af\u00ef\u00b8\u008f,yin yang
262F,\u00e2\u0098\u00af,yin yang
271D FE0F,\u00e2\u009c\u009d\u00ef\u00b8\u008f,latin cross
271D,\u00e2\u009c\u009d,latin cross
2626 FE0F,\u00e2\u0098\u00a6\u00ef\u00b8\u008f,orthodox cross
2626,\u00e2\u0098\u00a6,orthodox cross
262A FE0F,\u00e2\u0098\u00aa\u00ef\u00b8\u008f,star and crescent
262A,\u00e2\u0098\u00aa,star and crescent
262E FE0F,\u00e2\u0098\u00ae\u00ef\u00b8\u008f,peace symbol
262E,\u00e2\u0098\u00ae,peace symbol
1F54E,\u00f0\u009f\u0095\u008e,menorah
1F52F,\u00f0\u009f\u0094\u00af,dotted six-pointed star
2648,\u00e2\u0099\u0088,Aries
2649,\u00e2\u0099\u0089,Taurus
264A,\u00e2\u0099\u008a,Gemini
264B,\u00e2\u0099\u008b,Cancer
264C,\u00e2\u0099\u008c,Leo
264D,\u00e2\u0099\u008d,Virgo
264E,\u00e2\u0099\u008e,Libra
264F,\u00e2\u0099\u008f,Scorpio
2650,\u00e2\u0099\u0090,Sagittarius
2651,\u00e2\u0099\u0091,Capricorn
2652,\u00e2\u0099\u0092,Aquarius
2653,\u00e2\u0099\u0093,Pisces
26CE,\u00e2\u009b\u008e,Ophiuchus
1F500,\u00f0\u009f\u0094\u0080,shuffle tracks button
1F501,\u00f0\u009f\u0094\u0081,repeat button
1F502,\u00f0\u009f\u0094\u0082,repeat single button
25B6 FE0F,\u00e2\u0096\u00b6\u00ef\u00b8\u008f,play button
25B6,\u00e2\u0096\u00b6,play button
23E9,\u00e2\u008f\u00a9,fast-forward button
23ED FE0F,\u00e2\u008f\u00ad\u00ef\u00b8\u008f,next track button
23ED,\u00e2\u008f\u00ad,next track button
23EF FE0F,\u00e2\u008f\u00af\u00ef\u00b8\u008f,play or pause button
23EF,\u00e2\u008f\u00af,play or pause button
25C0 FE0F,\u00e2\u0097\u0080\u00ef\u00b8\u008f,reverse button
25C0,\u00e2\u0097\u0080,reverse button
23EA,\u00e2\u008f\u00aa,fast reverse button
23EE FE0F,\u00e2\u008f\u00ae\u00ef\u00b8\u008f,last track button
23EE,\u00e2\u008f\u00ae,last track button
1F53C,\u00f0\u009f\u0094\u00bc,upwards button
23EB,\u00e2\u008f\u00ab,fast up button
1F53D,\u00f0\u009f\u0094\u00bd,downwards button
23EC,\u00e2\u008f\u00ac,fast down button
23F8 FE0F,\u00e2\u008f\u00b8\u00ef\u00b8\u008f,pause button
23F8,\u00e2\u008f\u00b8,pause button
23F9 FE0F,\u00e2\u008f\u00b9\u00ef\u00b8\u008f,stop button
23F9,\u00e2\u008f\u00b9,stop button
23FA FE0F,\u00e2\u008f\u00ba\u00ef\u00b8\u008f,record button
23FA,\u00e2\u008f\u00ba,record button
23CF FE0F,\u00e2\u008f\u008f\u00ef\u00b8\u008f,eject button
23CF,\u00e2\u008f\u008f,eject button
1F3A6,\u00f0\u009f\u008e\u00a6,cinema
1F505,\u00f0\u009f\u0094\u0085,dim button
1F506,\u00f0\u009f\u0094\u0086,bright button
1F4F6,\u00f0\u009f\u0093\u00b6,antenna bars
1F4F3,\u00f0\u009f\u0093\u00b3,vibration mode
1F4F4,\u00f0\u009f\u0093\u00b4,mobile phone off
2640 FE0F,\u00e2\u0099\u0080\u00ef\u00b8\u008f,female sign
2640,\u00e2\u0099\u0080,female sign
2642 FE0F,\u00e2\u0099\u0082\u00ef\u00b8\u008f,male sign
2642,\u00e2\u0099\u0082,male sign
26A7 FE0F,\u00e2\u009a\u00a7\u00ef\u00b8\u008f,transgender symbol
26A7,\u00e2\u009a\u00a7,transgender symbol
2716 FE0F,\u00e2\u009c\u0096\u00ef\u00b8\u008f,multiply
2716,\u00e2\u009c\u0096,multiply
2795,\u00e2\u009e\u0095,plus
2796,\u00e2\u009e\u0096,minus
2797,\u00e2\u009e\u0097,divide
267E FE0F,\u00e2\u0099\u00be\u00ef\u00b8\u008f,infinity
267E,\u00e2\u0099\u00be,infinity
203C FE0F,\u00e2\u0080\u00bc\u00ef\u00b8\u008f,double exclamation mark
203C,\u00e2\u0080\u00bc,double exclamation mark
2049 FE0F,\u00e2\u0081\u0089\u00ef\u00b8\u008f,exclamation question mark
2049,\u00e2\u0081\u0089,exclamation question mark
2753,\u00e2\u009d\u0093,question mark
